,Line_ct,Order ID,Order Date,Ship Date,Order Quantity,Unit Price,Discount,Sales,Profit,Cost,GM%,Product Category,Product Sub-Category,Product Name,Customer Segment,Customer Name,Country,Region,City (US),State (US),Postal Code (US),Returned,Order_YMD,Order Day,Order Month,Order Year
17714,9315,CA-2013-161907,2013-04-06,4/10/13,3,65.99,0.4,118.782,-27.7158,146.4978,-0.233333333,Technology,Phones,Clearsounds A400,Consumer,Justin Hirsh,United States,US-East,Philadelphia,Pennsylvania,19140,0,2013-04-06,6,4,2013
17715,9316,CA-2013-161907,2013-04-06,4/10/13,4,240.37,0.2,769.184,-163.4516,932.6356,-0.2125,Office Supplies,Supplies,Premier Automatic Letter Opener,Consumer,Justin Hirsh,United States,US-East,Philadelphia,Pennsylvania,19140,0,2013-04-06,6,4,2013
17716,9317,CA-2014-124940,2014-02-22,2/27/14,1,59.88,0.2,47.904,-2.994,50.898,-0.0625,Technology,Accessories,Microsoft Natural Keyboard Elite,Consumer,Dave Kipp,United States,US-Central,Carrollton,Texas,75007,0,2014-02-22,22,2,2014
17717,9318,US-2014-108343,2014-07-21,7/26/14,2,6.68,0.0,13.36,6.4128,6.9472,0.48,Office Supplies,Paper,Xerox 1977,Corporate,Anthony Rawles,United States,US-East,New York City,New York,10009,0,2014-07-21,21,7,2014
17718,9319,US-2014-108343,2014-07-21,7/26/14,2,90.98,0.1,163.764,25.4744,138.2896,0.155555556,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,Corporate,Anthony Rawles,United States,US-East,New York City,New York,10009,0,2014-07-21,21,7,2014
17719,9320,US-2014-108343,2014-07-21,7/26/14,4,45.98,0.0,183.92,31.2664,152.6536,0.17,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Corporate,Anthony Rawles,United States,US-East,New York City,New York,10009,0,2014-07-21,21,7,2014
17720,9321,US-2013-111563,2013-11-05,11/9/13,3,9.48,0.6,11.376,-5.688,17.064,-0.5,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Consumer,Sally Matthias,United States,US-Central,Houston,Texas,77041,0,2013-11-05,5,11,2013
17721,9322,US-2013-111563,2013-11-05,11/9/13,4,41.32,0.6,66.112,-84.2928,150.4048,-1.275,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Consumer,Sally Matthias,United States,US-Central,Houston,Texas,77041,0,2013-11-05,5,11,2013
17722,9323,CA-2014-121853,2014-09-24,9/30/14,8,26.38,0.0,211.04,97.0784,113.9616,0.46,Office Supplies,Paper,Xerox 1909,Consumer,Duane Benoit,United States,US-West,Los Angeles,California,90036,1,2014-09-24,24,9,2014
17723,9324,CA-2014-121853,2014-09-24,9/30/14,2,371.76,0.2,594.816,59.4816,535.3344,0.1,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,Consumer,Duane Benoit,United States,US-West,Los Angeles,California,90036,1,2014-09-24,24,9,2014
17724,9325,CA-2014-121853,2014-09-24,9/30/14,3,30.4,0.2,72.96,23.712,49.248,0.325,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,Consumer,Duane Benoit,United States,US-West,Los Angeles,California,90036,1,2014-09-24,24,9,2014
17725,9326,US-2014-130687,2014-09-08,9/11/14,4,20.24,0.0,80.96,34.8128,46.1472,0.43,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,Consumer,Phillip Flathmann,United States,US-West,Edmonds,Washington,98026,0,2014-09-08,8,9,2014
17726,9327,US-2014-130687,2014-09-08,9/11/14,2,284.82,0.2,455.712,34.1784,421.5336,0.075,Technology,Phones,Konftel 250 ConferenceÂ phoneÂ - Charcoal black,Consumer,Phillip Flathmann,United States,US-West,Edmonds,Washington,98026,0,2014-09-08,8,9,2014
17727,9328,US-2014-130687,2014-09-08,9/11/14,1,25.98,0.0,25.98,7.2744,18.7056,0.28,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,Consumer,Phillip Flathmann,United States,US-West,Edmonds,Washington,98026,0,2014-09-08,8,9,2014
17728,9329,CA-2012-164497,2012-11-28,11/30/12,4,11.32,0.0,45.28,15.3952,29.8848,0.34,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Consumer,Ashley Jarboe,United States,US-West,San Francisco,California,94110,0,2012-11-28,28,11,2012
17729,9330,US-2012-153283,2012-11-12,11/18/12,2,7.78,0.0,15.56,7.3132,8.2468,0.47,Office Supplies,Envelopes,Staples,Consumer,Eugene Barchas,United States,US-East,New York City,New York,10035,0,2012-11-12,12,11,2012
17730,9331,CA-2013-108056,2013-09-30,10/4/13,3,358.0,0.2,859.2,75.18,784.02,0.0875,Technology,Phones,Wilson Electronics DB Pro Signal Booster,Corporate,Erin Smith,United States,US-West,Springfield,Oregon,97477,0,2013-09-30,30,9,2013
17731,9332,CA-2014-127726,2014-09-12,9/14/14,4,48.92,0.0,195.68,50.8768,144.8032,0.26,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Consumer,Shahid Shariari,United States,US-South,Georgetown,Kentucky,40324,0,2014-09-12,12,9,2014
17732,9333,CA-2014-127726,2014-09-12,9/14/14,4,3.55,0.0,14.2,6.674,7.526,0.47,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Consumer,Shahid Shariari,United States,US-South,Georgetown,Kentucky,40324,0,2014-09-12,12,9,2014
17733,9334,CA-2014-110198,2014-05-02,5/3/14,3,130.98,0.2,314.352,-15.7176,330.0696,-0.05,Furniture,Bookcases,Bush Somerset Collection Bookcase,Consumer,Arthur Gainer,United States,US-South,Coral Springs,Florida,33065,0,2014-05-02,2,5,2014
17734,9335,CA-2014-110198,2014-05-02,5/3/14,2,2.88,0.2,4.608,1.4976,3.1104,0.325,Office Supplies,Labels,Avery 492,Consumer,Arthur Gainer,United States,US-South,Coral Springs,Florida,33065,0,2014-05-02,2,5,2014
17735,9336,CA-2014-130715,2014-09-17,9/21/14,5,3.58,0.0,17.9,8.771,9.129,0.49,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",Corporate,Craig Yedwab,United States,US-West,San Francisco,California,94110,0,2014-09-17,17,9,2014
17736,9337,CA-2011-155264,2011-10-19,10/22/11,1,3.74,0.2,2.992,1.122,1.87,0.375,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,Corporate,Rachel Payne,United States,US-West,San Francisco,California,94110,0,2011-10-19,19,10,2011
17737,9338,CA-2011-155264,2011-10-19,10/22/11,6,4.18,0.2,20.064,7.0224,13.0416,0.35,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,Corporate,Rachel Payne,United States,US-West,San Francisco,California,94110,0,2011-10-19,19,10,2011
17738,9339,CA-2011-155264,2011-10-19,10/22/11,3,48.91,0.0,146.73,68.9631,77.7669,0.47,Office Supplies,Paper,Xerox 1917,Corporate,Rachel Payne,United States,US-West,San Francisco,California,94110,0,2011-10-19,19,10,2011
17739,9340,CA-2011-155264,2011-10-19,10/22/11,5,3.75,0.0,18.75,9.0,9.75,0.48,Office Supplies,Labels,Avery 480,Corporate,Rachel Payne,United States,US-West,San Francisco,California,94110,0,2011-10-19,19,10,2011
17740,9341,CA-2011-155264,2011-10-19,10/22/11,3,48.99,0.2,117.576,11.7576,105.8184,0.1,Technology,Phones,Panasonic KX TS208W Corded phone,Corporate,Rachel Payne,United States,US-West,San Francisco,California,94110,0,2011-10-19,19,10,2011
17741,9342,CA-2013-119123,2013-03-14,3/19/13,7,9.14,0.2,51.184,19.194,31.99,0.375,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,Home Office,Dennis Bolton,United States,US-West,Riverside,California,92503,0,2013-03-14,14,3,2013
17742,9343,CA-2014-109085,2014-02-18,2/21/14,5,151.99,0.4,455.97,-106.393,562.363,-0.233333333,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Home Office,Christine Kargatis,United States,US-East,Troy,Ohio,45373,1,2014-02-18,18,2,2014
17743,9344,CA-2014-109085,2014-02-18,2/21/14,5,3.81,0.7,5.715,-4.7625,10.4775,-0.833333333,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Home Office,Christine Kargatis,United States,US-East,Troy,Ohio,45373,1,2014-02-18,18,2,2014
17744,9345,CA-2014-109085,2014-02-18,2/21/14,1,95.99,0.4,57.594,-11.5188,69.1128,-0.2,Technology,Phones,Vtech CS6719,Home Office,Christine Kargatis,United States,US-East,Troy,Ohio,45373,1,2014-02-18,18,2,2014
17745,9346,CA-2014-109085,2014-02-18,2/21/14,2,18.84,0.2,30.144,8.2896,21.8544,0.275,Furniture,Furnishings,Flat Face Poster Frame,Home Office,Christine Kargatis,United States,US-East,Troy,Ohio,45373,1,2014-02-18,18,2,2014
17746,9347,CA-2014-109085,2014-02-18,2/21/14,5,256.98,0.3,899.43,-12.849,912.279,-0.014285714,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,Home Office,Christine Kargatis,United States,US-East,Troy,Ohio,45373,1,2014-02-18,18,2,2014
17747,9348,CA-2013-114860,2013-12-23,12/29/13,8,105.34,0.0,842.72,202.2528,640.4672,0.24,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Consumer,Duane Noonan,United States,US-West,Moreno Valley,California,92553,0,2013-12-23,23,12,2013
17748,9349,CA-2013-114860,2013-12-23,12/29/13,2,20.98,0.0,41.96,10.9096,31.0504,0.26,Furniture,Furnishings,Magnifier Swing Arm Lamp,Consumer,Duane Noonan,United States,US-West,Moreno Valley,California,92553,0,2013-12-23,23,12,2013
17749,9350,CA-2013-159009,2013-09-24,9/28/13,4,4.13,0.2,13.216,4.4604,8.7556,0.3375,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",Corporate,Dave Poirier,United States,US-West,Seattle,Washington,98115,0,2013-09-24,24,9,2013
17750,9351,CA-2013-159009,2013-09-24,9/28/13,3,76.98,0.2,184.752,-20.7846,205.5366,-0.1125,Furniture,Chairs,Global Deluxe Steno Chair,Corporate,Dave Poirier,United States,US-West,Seattle,Washington,98115,0,2013-09-24,24,9,2013
17751,9352,CA-2014-148411,2014-09-25,9/27/14,2,371.76,0.3,520.464,-14.8704,535.3344,-0.028571429,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,Consumer,Rose O'Brian,United States,US-Central,Chicago,Illinois,60623,0,2014-09-25,25,9,2014
17752,9353,CA-2014-148411,2014-09-25,9/27/14,3,4.76,0.2,11.424,3.7128,7.7112,0.325,Office Supplies,Paper,Wirebound Voice Message Log Book,Consumer,Rose O'Brian,United States,US-Central,Chicago,Illinois,60623,0,2014-09-25,25,9,2014
17753,9354,CA-2012-110324,2012-12-01,12/5/12,3,6.48,0.0,19.44,9.3312,10.1088,0.48,Office Supplies,Paper,Xerox 207,Home Office,Matt Abelman,United States,US-Central,Jackson,Michigan,49201,0,2012-12-01,1,12,2012
17754,9355,CA-2012-110324,2012-12-01,12/5/12,2,1.82,0.0,3.64,1.0192,2.6208,0.28,Office Supplies,Art,Newell 307,Home Office,Matt Abelman,United States,US-Central,Jackson,Michigan,49201,0,2012-12-01,1,12,2012
17755,9356,CA-2012-110324,2012-12-01,12/5/12,2,9.27,0.0,18.54,8.7138,9.8262,0.47,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Home Office,Matt Abelman,United States,US-Central,Jackson,Michigan,49201,0,2012-12-01,1,12,2012
17756,9357,CA-2013-168046,2013-01-25,1/28/13,5,10.78,0.2,43.12,15.092,28.028,0.35,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Corporate,Jonathan Doherty,United States,US-East,New York City,New York,10024,0,2013-01-25,25,1,2013
17757,9358,CA-2013-168046,2013-01-25,1/28/13,3,174.29,0.4,313.722,-99.3453,413.0673,-0.316666667,Furniture,Tables,Chromcraft Round Conference Tables,Corporate,Jonathan Doherty,United States,US-East,New York City,New York,10024,0,2013-01-25,25,1,2013
17758,9359,CA-2013-168046,2013-01-25,1/28/13,1,45.98,0.0,45.98,7.8166,38.1634,0.17,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Corporate,Jonathan Doherty,United States,US-East,New York City,New York,10024,0,2013-01-25,25,1,2013
17759,9360,CA-2013-168046,2013-01-25,1/28/13,7,61.24,0.0,428.68,0.0,428.68,0.0,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",Corporate,Jonathan Doherty,United States,US-East,New York City,New York,10024,0,2013-01-25,25,1,2013
17760,9361,CA-2014-111591,2014-03-22,3/26/14,6,6.37,0.2,30.576,10.3194,20.2566,0.3375,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Home Office,Paul Stevenson,United States,US-West,Seattle,Washington,98105,0,2014-03-22,22,3,2014
17761,9362,CA-2014-111591,2014-03-22,3/26/14,7,1.86,0.0,13.02,0.3906,12.6294,0.03,Office Supplies,Fasteners,"Super Bands, 12/Pack",Home Office,Paul Stevenson,United States,US-West,Seattle,Washington,98105,0,2014-03-22,22,3,2014
17762,9363,CA-2014-111591,2014-03-22,3/26/14,3,7.38,0.0,22.14,6.4206,15.7194,0.29,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",Home Office,Paul Stevenson,United States,US-West,Seattle,Washington,98105,0,2014-03-22,22,3,2014
17763,9364,CA-2014-111591,2014-03-22,3/26/14,4,89.83,0.0,359.32,7.1864,352.1336,0.02,Office Supplies,Storage,Fellowes Officeware Wire Shelving,Home Office,Paul Stevenson,United States,US-West,Seattle,Washington,98105,0,2014-03-22,22,3,2014
17764,9365,US-2011-166828,2011-08-22,8/25/11,2,5.78,0.0,11.56,5.6644,5.8956,0.49,Office Supplies,Paper,Xerox 1899,Consumer,Jennifer Ferguson,United States,US-Central,Saint Charles,Missouri,63301,0,2011-08-22,22,8,2011
17765,9366,CA-2011-108147,2011-06-08,6/13/11,2,42.8,0.2,68.48,25.68,42.8,0.375,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Consumer,Rick Duston,United States,US-East,Long Beach,New York,11561,0,2011-06-08,8,6,2011
17766,9367,CA-2011-108147,2011-06-08,6/13/11,6,279.48,0.0,1676.88,83.844,1593.036,0.05,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Consumer,Rick Duston,United States,US-East,Long Beach,New York,11561,0,2011-06-08,8,6,2011
17767,9368,CA-2013-154998,2013-04-08,4/10/13,2,18.97,0.0,37.94,18.2112,19.7288,0.48,Office Supplies,Paper,Xerox 1939,Corporate,Erin Smith,United States,US-East,Lakewood,New Jersey,8701,0,2013-04-08,8,4,2013
17768,9369,CA-2014-113460,2014-11-08,11/10/14,3,90.99,0.0,272.97,43.6752,229.2948,0.16,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,Corporate,Katherine Nockton,United States,US-East,Clinton,Maryland,20735,0,2014-11-08,8,11,2014
17769,9370,CA-2012-111339,2012-05-29,5/31/12,4,12.99,0.2,41.568,-4.1568,45.7248,-0.1,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Corporate,Victoria Pisteka,United States,US-East,Columbus,Ohio,43229,0,2012-05-29,29,5,2012
17770,9371,CA-2012-111339,2012-05-29,5/31/12,3,150.98,0.3,317.058,-86.0586,403.1166,-0.271428571,Furniture,Chairs,Novimex Swivel Fabric Task Chair,Corporate,Victoria Pisteka,United States,US-East,Columbus,Ohio,43229,0,2012-05-29,29,5,2012
17771,9372,CA-2012-111339,2012-05-29,5/31/12,5,2.01,0.2,8.04,2.9145,5.1255,0.3625,Office Supplies,Fasteners,Ideal Clamps,Corporate,Victoria Pisteka,United States,US-East,Columbus,Ohio,43229,0,2012-05-29,29,5,2012
17772,9373,CA-2014-102820,2014-05-08,5/12/14,7,74.99,0.2,419.944,52.493,367.451,0.125,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless BluetoothÂ HeadsetÂ with,Consumer,Carlos Soltero,United States,US-West,Pasadena,California,91104,0,2014-05-08,8,5,2014
17773,9374,CA-2013-149671,2013-06-06,6/10/13,6,10.23,0.0,61.38,15.9588,45.4212,0.26,Office Supplies,Supplies,Acme Box Cutter Scissors,Corporate,Ken Brennan,United States,US-West,Seattle,Washington,98105,0,2013-06-06,6,6,2013
17774,9375,CA-2012-126347,2012-12-14,12/19/12,2,25.0,0.0,50.0,10.5,39.5,0.21,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,Consumer,Ashley Jarboe,United States,US-West,Los Angeles,California,90045,0,2012-12-14,14,12,2012
17775,9376,CA-2014-108756,2014-12-26,12/30/14,3,10.6,0.0,31.8,13.674,18.126,0.43,Technology,Accessories,Memorex Micro Travel Drive 4 GB,Consumer,Patrick O'Donnell,United States,US-East,East Orange,New Jersey,7017,0,2014-12-26,26,12,2014
17776,9377,CA-2014-155362,2014-12-18,12/22/14,2,16.28,0.0,32.56,8.4656,24.0944,0.26,Office Supplies,Storage,Adjustable Personal File Tote,Corporate,Dave Poirier,United States,US-Central,Eau Claire,Wisconsin,54703,0,2014-12-18,18,12,2014
17777,9378,CA-2013-117625,2013-05-11,5/16/13,2,4.42,0.2,7.072,2.3868,4.6852,0.3375,Office Supplies,Envelopes,Grip Seal Envelopes,Consumer,Gene McClure,United States,US-Central,Chicago,Illinois,60610,0,2013-05-11,11,5,2013
17778,9379,CA-2011-154158,2011-12-23,12/27/11,3,18.97,0.2,45.528,15.9348,29.5932,0.35,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Consumer,Craig Carreira,United States,US-South,Tampa,Florida,33614,0,2011-12-23,23,12,2011
17779,9380,CA-2011-154158,2011-12-23,12/27/11,1,80.98,0.2,64.784,6.4784,58.3056,0.1,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",Consumer,Craig Carreira,United States,US-South,Tampa,Florida,33614,0,2011-12-23,23,12,2011
17780,9381,CA-2011-154158,2011-12-23,12/27/11,2,265.17,0.2,424.272,-10.6068,434.8788,-0.025,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,Consumer,Craig Carreira,United States,US-South,Tampa,Florida,33614,0,2011-12-23,23,12,2011
17781,9382,CA-2011-154158,2011-12-23,12/27/11,1,1.68,0.2,1.344,0.504,0.84,0.375,Office Supplies,Art,Prang Dustless Chalk Sticks,Consumer,Craig Carreira,United States,US-South,Tampa,Florida,33614,0,2011-12-23,23,12,2011
17782,9383,CA-2011-154158,2011-12-23,12/27/11,5,20.98,0.2,83.92,-1.049,84.969,-0.0125,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,Consumer,Craig Carreira,United States,US-South,Tampa,Florida,33614,0,2011-12-23,23,12,2011
17783,9384,CA-2014-100433,2014-08-12,8/17/14,4,6.48,0.0,25.92,12.4416,13.4784,0.48,Office Supplies,Paper,Xerox 226,Home Office,Sanjit Jacobs,United States,US-East,New York City,New York,10009,0,2014-08-12,12,8,2014
17784,9385,CA-2014-163097,2014-08-28,9/1/14,8,18.84,0.2,120.576,33.1584,87.4176,0.275,Furniture,Furnishings,Flat Face Poster Frame,Consumer,Sarah Foster,United States,US-West,Mesa,Arizona,85204,0,2014-08-28,28,8,2014
17785,9386,US-2014-127292,2014-01-20,1/24/14,4,19.98,0.0,79.92,37.5624,42.3576,0.47,Office Supplies,Paper,Xerox 191,Consumer,Raymond Messe,United States,US-East,Burlington,Vermont,5408,0,2014-01-20,20,1,2014
17786,9387,US-2014-127292,2014-01-20,1/24/14,1,12.28,0.0,12.28,5.7716,6.5084,0.47,Office Supplies,Paper,Xerox 1881,Consumer,Raymond Messe,United States,US-East,Burlington,Vermont,5408,0,2014-01-20,20,1,2014
17787,9388,US-2014-127292,2014-01-20,1/24/14,3,180.98,0.0,542.94,152.0232,390.9168,0.28,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Consumer,Raymond Messe,United States,US-East,Burlington,Vermont,5408,0,2014-01-20,20,1,2014
17788,9389,US-2014-127292,2014-01-20,1/24/14,1,2.04,0.0,2.04,0.9588,1.0812,0.47,Office Supplies,Envelopes,Poly String Tie Envelopes,Consumer,Raymond Messe,United States,US-East,Burlington,Vermont,5408,0,2014-01-20,20,1,2014
17789,9390,CA-2012-163734,2012-06-19,6/24/12,5,57.23,0.2,228.92,14.3075,214.6125,0.0625,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,Home Office,Katherine Murray,United States,US-Central,Houston,Texas,77070,0,2012-06-19,19,6,2012
17790,9391,CA-2014-162474,2014-03-14,3/17/14,1,9.99,0.2,7.992,2.5974,5.3946,0.325,Technology,Phones,PowerGen Dual USB Car Charger,Corporate,Frank Hawley,United States,US-Central,Aurora,Illinois,60505,0,2014-03-14,14,3,2014
17791,9392,CA-2012-130848,2012-10-25,10/25/12,8,90.99,0.2,582.336,-29.1168,611.4528,-0.05,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,Corporate,Deirdre Greer,United States,US-West,Denver,Colorado,80219,0,2012-10-25,25,10,2012
17792,9393,CA-2011-125997,2011-09-20,9/23/11,5,125.99,0.0,629.95,157.4875,472.4625,0.25,Technology,Phones,Ooma Telo VoIP Home Phone System,Consumer,Mitch Webber,United States,US-East,New York City,New York,10011,0,2011-09-20,20,9,2011
17793,9394,CA-2011-125997,2011-09-20,9/23/11,2,350.99,0.1,631.782,140.396,491.386,0.222222222,Furniture,Chairs,Global Leather Executive Chair,Consumer,Mitch Webber,United States,US-East,New York City,New York,10011,0,2011-09-20,20,9,2011
17794,9395,CA-2011-125997,2011-09-20,9/23/11,2,500.98,0.2,801.568,-10.0196,811.5876,-0.0125,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,Consumer,Mitch Webber,United States,US-East,New York City,New York,10011,0,2011-09-20,20,9,2011
17795,9396,CA-2011-125997,2011-09-20,9/23/11,6,12.53,0.0,75.18,35.3346,39.8454,0.47,Office Supplies,Labels,Avery 485,Consumer,Mitch Webber,United States,US-East,New York City,New York,10011,0,2011-09-20,20,9,2011
17796,9397,CA-2011-125997,2011-09-20,9/23/11,1,30.98,0.0,30.98,8.0548,22.9252,0.26,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,Consumer,Mitch Webber,United States,US-East,New York City,New York,10011,0,2011-09-20,20,9,2011
17797,9398,CA-2011-125997,2011-09-20,9/23/11,9,149.99,0.0,1349.91,661.4559,688.4541,0.49,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Consumer,Mitch Webber,United States,US-East,New York City,New York,10011,0,2011-09-20,20,9,2011
17798,9399,CA-2013-103128,2013-11-12,11/16/13,6,2.94,0.2,14.112,1.2348,12.8772,0.0875,Office Supplies,Art,Newell 332,Consumer,Sung Chung,United States,US-Central,Arlington Heights,Illinois,60004,0,2013-11-12,12,11,2013
17799,9400,CA-2012-167696,2012-09-16,9/21/12,4,7.78,0.0,31.12,14.6264,16.4936,0.47,Office Supplies,Envelopes,Staples,Consumer,Bradley Drucker,United States,US-South,Newport News,Virginia,23602,0,2012-09-16,16,9,2012
17800,9401,CA-2011-159814,2011-06-24,6/28/11,2,2.67,0.2,4.272,0.9612,3.3108,0.225,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,Consumer,Liz Pelletier,United States,US-West,Tucson,Arizona,85705,0,2011-06-24,24,6,2011
17801,9402,CA-2013-105459,2013-08-13,8/18/13,2,174.29,0.4,209.148,-66.2302,275.3782,-0.316666667,Furniture,Tables,Chromcraft Round Conference Tables,Consumer,Nora Preis,United States,US-East,New York City,New York,10024,0,2013-08-13,13,8,2013
17802,9403,CA-2013-105459,2013-08-13,8/18/13,6,265.17,0.0,1591.02,286.3836,1304.6364,0.18,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,Consumer,Nora Preis,United States,US-East,New York City,New York,10024,0,2013-08-13,13,8,2013
17803,9404,CA-2014-141663,2014-04-14,4/18/14,5,1.98,0.2,7.92,1.683,6.237,0.2125,Office Supplies,Fasteners,Translucent Push Pins by OIC,Corporate,Dave Poirier,United States,US-East,Philadelphia,Pennsylvania,19134,0,2014-04-14,14,4,2014
17804,9405,CA-2011-152618,2011-03-14,3/17/11,2,410.65,0.3,574.91,156.047,418.863,0.271428571,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Home Office,Rick Bensley,United States,US-Central,Chicago,Illinois,60653,0,2011-03-14,14,3,2011
17805,9406,CA-2011-152618,2011-03-14,3/17/11,2,5.28,0.2,8.448,2.64,5.808,0.3125,Office Supplies,Paper,Xerox 1963,Home Office,Rick Bensley,United States,US-Central,Chicago,Illinois,60653,0,2011-03-14,14,3,2011
17806,9407,CA-2014-162789,2014-09-23,9/25/14,9,119.0,0.0,1071.0,171.36,899.64,0.16,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,Consumer,Logan Currie,United States,US-East,New York City,New York,10035,0,2014-09-23,23,9,2014
17807,9408,CA-2014-162789,2014-09-23,9/25/14,1,12.07,0.0,12.07,3.9831,8.0869,0.33,Furniture,Furnishings,Eldon 500 Class Desk Accessories,Consumer,Logan Currie,United States,US-East,New York City,New York,10035,0,2014-09-23,23,9,2014
17808,9409,US-2014-110149,2014-12-11,12/14/14,1,10.91,0.7,3.273,-2.5093,5.7823,-0.766666667,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,Consumer,William Brown,United States,US-East,Philadelphia,Pennsylvania,19143,0,2014-12-11,11,12,2014
17809,9410,US-2014-110149,2014-12-11,12/14/14,5,21.98,0.2,87.92,15.386,72.534,0.175,Furniture,Furnishings,"Contract Clock, 14"", Brown",Consumer,William Brown,United States,US-East,Philadelphia,Pennsylvania,19143,0,2014-12-11,11,12,2014
17810,9411,CA-2013-108959,2013-03-11,3/15/13,1,130.87,0.2,104.696,6.5435,98.1525,0.0625,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Corporate,Maya Herman,United States,US-West,Glendale,Arizona,85301,0,2013-03-11,11,3,2013
17811,9412,CA-2012-164777,2012-01-27,1/29/12,5,700.98,0.2,2803.92,0.0,2803.92,0.0,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,Consumer,Sean Christensen,United States,US-West,Los Angeles,California,90036,0,2012-01-27,27,1,2012
17812,9413,CA-2013-132017,2013-09-27,9/28/13,2,17.04,0.8,6.816,-11.5872,18.4032,-1.7,Office Supplies,Binders,GBC Recycled VeloBinder Covers,Corporate,Matt Hagelstein,United States,US-Central,Houston,Texas,77041,0,2013-09-27,27,9,2013
17813,9414,CA-2012-127824,2012-10-18,10/22/12,2,155.99,0.2,249.584,15.599,233.985,0.0625,Technology,Phones,Motorola L703CM,Consumer,John Castell,United States,US-West,Seattle,Washington,98115,0,2012-10-18,18,10,2012
17814,9415,CA-2012-127824,2012-10-18,10/22/12,3,5.98,0.0,17.94,8.7906,9.1494,0.49,Office Supplies,Paper,Xerox 1903,Consumer,John Castell,United States,US-West,Seattle,Washington,98115,0,2012-10-18,18,10,2012
17815,9416,CA-2012-127824,2012-10-18,10/22/12,3,3.37,0.0,10.11,3.2352,6.8748,0.32,Furniture,Furnishings,Eldon 100 Class Desk Accessories,Consumer,John Castell,United States,US-West,Seattle,Washington,98115,0,2012-10-18,18,10,2012
