,Line_ct,Order ID,Order Date,Ship Date,Order Quantity,Unit Price,Discount,Sales,Profit,Cost,GM%,Product Category,Product Sub-Category,Product Name,Customer Segment,Customer Name,Country,Region,Province (CA),Returned,Order_YMD,Order Day,Order Month,Order Year
7786,7786,36608,2011-09-28,10/5/11,49,90.48,0.05,4273.95,1340.07,2933.88,0.313543677,Office Supplies,Envelopes,TyvekÂ® Side-Opening Peel & SeelÂ® Expanding Envelopes,Small Business,Mitch Gastineau,Canada,CA-West,Alberta,0,2011-09-28,28,9,2011
7787,7787,36994,2011-06-17,6/17/11,40,130.98,0.03,5264.48,-284.06,5548.54,-0.053957846,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Corporate,Mitch Gastineau,Canada,CA-West,Alberta,1,2011-06-17,17,6,2011
7788,7788,38944,2010-04-20,4/21/10,17,125.99,0.02,1873.349,194.21,1679.139,0.103669952,Technology,Telephones and Communication,M3682,Small Business,Mitch Gastineau,Canada,CA-West,Alberta,0,2010-04-20,20,4,2010
7789,7789,38944,2010-04-20,4/21/10,46,500.98,0.01,24639.8,8614.79,16025.01,0.349629055,Furniture,Chairs & Chairmats,Global Troyâ„¢ Executive Leather Low-Back Tilter,Small Business,Mitch Gastineau,Canada,CA-West,Alberta,0,2010-04-20,20,4,2010
7790,7790,38944,2010-04-20,4/22/10,32,29.14,0.09,921.3,353.16,568.14,0.383327906,Office Supplies,Paper,"Snap-A-WayÂ® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Small Business,Mitch Gastineau,Canada,CA-West,Alberta,0,2010-04-20,20,4,2010
7791,7791,39075,2012-02-19,2/20/12,50,10.35,0.01,512.33,250.66,261.67,0.489254972,Office Supplies,Labels,Avery 503,Corporate,Quincy Jones,Canada,CA-West,Alberta,1,2012-02-19,19,2,2012
7792,7792,39425,2012-08-16,8/18/12,23,65.99,0.05,1267.4605,128.79,1138.6705,0.101612634,Technology,Telephones and Communication,i1000,Small Business,Mitch Gastineau,Canada,CA-West,Alberta,0,2012-08-16,16,8,2012
7793,7793,41921,2012-02-23,2/26/12,32,500.98,0.04,16313.51,4860.73,11452.78,0.297957337,Furniture,Chairs & Chairmats,Global Troyâ„¢ Executive Leather Low-Back Tilter,Consumer,Katharine Harms,Canada,CA-West,Alberta,0,2012-02-23,23,2,2012
7794,7794,41921,2012-02-23,2/24/12,29,11.58,0.04,337.38,-5.45,342.83,-0.016153892,Office Supplies,Envelopes,"Peel & SeelÂ® Recycled Catalog Envelopes, Brown",Consumer,Katharine Harms,Canada,CA-West,Alberta,0,2012-02-23,23,2,2012
7795,7795,42945,2012-12-29,12/29/12,45,3.95,0.07,178.7,-164.92,343.62,-0.922887521,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guardâ„¢ & Commercial Ltweight Upright Vacs, 2/Pk",Corporate,Quincy Jones,Canada,CA-West,Alberta,1,2012-12-29,29,12,2012
7796,7796,43013,2011-04-22,4/26/11,50,50.98,0.08,2437.67,25.68,2411.99,0.01053465,Furniture,Office Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Home Office,Lauren Leatherbury,Canada,CA-West,Alberta,0,2011-04-22,22,4,2011
7797,7797,43104,2012-10-28,10/31/12,50,100.97,0.1,4648.52,1676.7,2971.82,0.360695447,Technology,Office Machines,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Small Business,Matthew Grinstein,Canada,CA-West,Alberta,0,2012-10-28,28,10,2012
7798,7798,43301,2009-08-21,8/22/09,33,100.89,0.0,3537.84,-80.86,3618.7,-0.022855754,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Small Business,Matthew Grinstein,Canada,CA-West,Alberta,0,2009-08-21,21,8,2009
7799,7799,43301,2009-08-21,8/23/09,43,48.91,0.01,2221.2,-1127.22,3348.42,-0.507482442,Office Supplies,Storage & Organization,Tennsco Industrial Shelving,Small Business,Matthew Grinstein,Canada,CA-West,Alberta,0,2009-08-21,21,8,2009
7800,7800,44935,2010-11-17,11/18/10,39,232.58,0.0,9362.73,2766.29,6596.44,0.295457628,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Emptyâ„¢ Dirt Cup,Consumer,Arthur Gainer,Canada,CA-West,Alberta,0,2010-11-17,17,11,2010
7801,7801,44935,2010-11-17,11/18/10,37,3.08,0.06,125.33,58.5,66.83,0.466767733,Office Supplies,Labels,Avery 497,Consumer,Arthur Gainer,Canada,CA-West,Alberta,0,2010-11-17,17,11,2010
7802,7802,44995,2009-08-06,8/7/09,46,28.99,0.01,1219.2485,132.79,1086.4585,0.10891135,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Home Office,Maria Etezadi,Canada,CA-West,Alberta,0,2009-08-06,6,8,2009
7803,7803,45989,2010-08-23,8/23/10,26,5.58,0.08,148.12,-51.62,199.74,-0.348501215,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,Small Business,Matthew Grinstein,Canada,CA-West,Alberta,0,2010-08-23,23,8,2010
7804,7804,49767,2010-11-08,11/8/10,43,15.74,0.09,634.38,272.4,361.98,0.42939563,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Small Business,John Murray,Canada,CA-West,Alberta,0,2010-11-08,8,11,2010
7805,7805,49767,2010-11-08,11/9/10,39,140.99,0.1,5196.19,2052.13,3144.06,0.394929747,Technology,Office Machines,Canon MP100DHII Printing Calculator,Small Business,John Murray,Canada,CA-West,Alberta,0,2010-11-08,8,11,2010
7806,7806,49767,2010-11-08,11/10/10,7,6.48,0.08,50.47,-31.7,82.17,-0.628095899,Office Supplies,Paper,Xerox 220,Small Business,John Murray,Canada,CA-West,Alberta,0,2010-11-08,8,11,2010
7807,7807,51239,2012-02-23,2/25/12,48,85.29,0.09,4046.25,-1296.93,5343.18,-0.320526413,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Consumer,Katharine Harms,Canada,CA-West,Alberta,1,2012-02-23,23,2,2012
7808,7808,51269,2012-01-12,1/13/12,2,8.69,0.0,21.07,-10.43,31.5,-0.495016611,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-DÂ® Ring Binder, Heavy Gauge Vinyl",Small Business,Mitch Gastineau,Canada,CA-West,Alberta,0,2012-01-12,12,1,2012
7809,7809,51269,2012-01-12,1/13/12,20,22.98,0.08,430.41,-1.55,431.96,-0.003601217,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Business,Mitch Gastineau,Canada,CA-West,Alberta,0,2012-01-12,12,1,2012
7810,7810,54084,2011-09-10,9/12/11,3,50.98,0.08,160.52,-69.66,230.18,-0.433964615,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Corporate,Lauren Leatherbury,Canada,CA-West,Alberta,0,2011-09-10,10,9,2011
7811,7811,54307,2012-01-08,1/9/12,15,14.89,0.01,243.52,-59.64,303.16,-0.244908016,Furniture,Office Furnishings,Tensor Computer Mounted Lamp,Corporate,Lauren Leatherbury,Canada,CA-West,Alberta,0,2012-01-08,8,1,2012
7812,7812,54307,2012-01-08,1/9/12,14,280.98,0.04,3849.8,192.2,3657.6,0.049924671,Furniture,Tables,Global Adaptabilitiesâ„¢ Conference Tables,Corporate,Lauren Leatherbury,Canada,CA-West,Alberta,0,2012-01-08,8,1,2012
7813,7813,55014,2010-11-01,11/2/10,38,5.85,0.03,235.15,12.7,222.45,0.05400808,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Small Business,Quincy Jones,Canada,CA-West,Alberta,0,2010-11-01,1,11,2010
7814,7814,55845,2011-07-21,7/25/11,29,150.98,0.1,4203.88,-865.88,5069.76,-0.205971626,Furniture,Bookcases,Bush Mission Pointe Library,Home Office,Lauren Leatherbury,Canada,CA-West,Alberta,0,2011-07-21,21,7,2011
7815,7815,55846,2009-07-20,7/20/09,30,7.1,0.02,221.05,-66.38,287.43,-0.300294051,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Corporate,Cari MacIntyre,Canada,CA-West,Alberta,0,2009-07-20,20,7,2009
7816,7816,57063,2011-06-02,6/2/11,26,6.48,0.06,173.78,-96.26,270.04,-0.553918748,Office Supplies,Paper,Xerox 220,Small Business,Matthew Grinstein,Canada,CA-West,Alberta,0,2011-06-02,2,6,2011
7817,7817,57063,2011-06-02,6/4/11,22,1.88,0.07,41.18,-0.64,41.82,-0.015541525,Office Supplies,Rubber Bands,Staples Pushpins,Small Business,Matthew Grinstein,Canada,CA-West,Alberta,0,2011-06-02,2,6,2011
7818,7818,57093,2012-05-02,5/9/12,3,5.34,0.05,18.97,-7.79,26.76,-0.410648392,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Business,John Murray,Canada,CA-West,Alberta,0,2012-05-02,2,5,2012
7819,7819,57093,2012-05-02,5/9/12,47,15.42,0.0,744.64,31.93,712.71,0.042879781,Office Supplies,Storage & Organization,Decoflex Hanging Personal Folder File,Small Business,John Murray,Canada,CA-West,Alberta,0,2012-05-02,2,5,2012
7820,7820,59329,2012-12-04,12/6/12,35,3.81,0.08,128.12,-135.6,263.72,-1.058382766,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Corporate,Cari MacIntyre,Canada,CA-West,Alberta,0,2012-12-04,4,12,2012
7821,7821,59329,2012-12-04,12/4/12,25,6.24,0.03,165.62,-64.72,230.34,-0.390774061,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Corporate,Cari MacIntyre,Canada,CA-West,Alberta,0,2012-12-04,4,12,2012
7822,7822,59329,2012-12-04,12/6/12,41,4.86,0.01,214.23,-165.42,379.65,-0.772160762,Furniture,Office Furnishings,"Eldon ImÃ geÂ® Series Desk Accessories, Clear",Corporate,Cari MacIntyre,Canada,CA-West,Alberta,0,2012-12-04,4,12,2012
7823,7823,59329,2012-12-04,12/5/12,41,4.98,0.05,214.19,-66.06,280.25,-0.30841776,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Corporate,Cari MacIntyre,Canada,CA-West,Alberta,0,2012-12-04,4,12,2012
7824,7824,36,2011-11-02,11/2/11,46,65.99,0.1,2484.7455,657.48,1827.2655,0.264606576,Technology,Telephones and Communication,6162i,Home Office,Sample Company A,Canada,CA-West,Alberta,0,2011-11-02,2,11,2011
7825,7825,194,2012-04-04,4/6/12,49,7.28,0.1,329.03,-197.25,526.28,-0.599489408,Furniture,Office Furnishings,"Master Caster Door Stop, Large Neon Orange",Corporate,Maria Zettner,Canada,CA-West,Alberta,0,2012-04-04,4,4,2012
7826,7826,194,2012-04-04,4/6/12,6,3.14,0.04,20.19,-13.44,33.63,-0.665676077,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Corporate,Maria Zettner,Canada,CA-West,Alberta,0,2012-04-04,4,4,2012
7827,7827,384,2012-03-02,3/9/12,50,146.05,0.02,7666.04,-1820.84,9486.88,-0.237520284,Furniture,Tables,BPI Conference Tables,Corporate,Sonia Cooley,Canada,CA-West,Alberta,0,2012-03-02,2,3,2012
7828,7828,774,2011-12-03,12/5/11,17,4.48,0.03,126.57,-752.13,878.7,-5.942403413,Office Supplies,Appliances,Hoover Portapowerâ„¢ Portable Vacuum,Small Business,Sibella Parks,Canada,CA-West,Alberta,0,2011-12-03,3,12,2011
7829,7829,1027,2012-06-02,6/4/12,19,70.98,0.04,1406.15,-379.1,1785.25,-0.269601394,Furniture,Bookcases,"Hon Metal Bookcases, Putty",Home Office,Hallie Redmond,Canada,CA-West,Alberta,0,2012-06-02,2,6,2012
7830,7830,1060,2010-02-20,2/22/10,30,37.7,0.0,1187.55,532.61,654.94,0.4484948,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,Corporate,Harold Dahlen,Canada,CA-West,Alberta,1,2010-02-20,20,2,2010
7831,7831,1280,2010-01-10,1/10/10,40,20.97,0.05,827.27,-170.87,998.14,-0.206546835,Technology,Computer Peripherals,Microsoft Internet Keyboard,Corporate,Harold Dahlen,Canada,CA-West,Alberta,0,2010-01-10,10,1,2010
7832,7832,1764,2012-03-24,3/27/12,7,8.34,0.1,59.99,-13.78,73.77,-0.229704951,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Business,Hallie Redmond,Canada,CA-West,Alberta,0,2012-03-24,24,3,2012
7833,7833,1824,2009-05-04,5/5/09,39,276.2,0.06,10656.26,3116.54,7539.72,0.292460957,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Corporate,Becky Pak,Canada,CA-West,Alberta,0,2009-05-04,4,5,2009
7834,7834,1824,2009-05-04,5/4/09,2,6.28,0.09,17.06,-5.2,22.26,-0.304806565,Furniture,Office Furnishings,"EldonÂ® 200 Classâ„¢ Desk Accessories, Burgundy",Corporate,Becky Pak,Canada,CA-West,Alberta,0,2009-05-04,4,5,2009
7835,7835,2503,2010-06-19,6/20/10,21,4.13,0.03,91.15,-71.54,162.69,-0.784860121,Office Supplies,Binders and Binder Accessories,ACCOHIDEÂ® Binder by Acco,Corporate,Maria Zettner,Canada,CA-West,Alberta,1,2010-06-19,19,6,2010
7836,7836,2503,2010-06-19,6/20/10,46,4.13,0.1,171.48,66.13,105.35,0.385642641,Office Supplies,Labels,Avery 506,Corporate,Maria Zettner,Canada,CA-West,Alberta,1,2010-06-19,19,6,2010
7837,7837,2503,2010-06-19,6/21/10,9,20.99,0.08,162.1545,-73.74,235.8945,-0.454751487,Technology,Telephones and Communication,1726 Digital Answering Machine,Corporate,Maria Zettner,Canada,CA-West,Alberta,1,2010-06-19,19,6,2010
7838,7838,4069,2012-05-12,5/14/12,8,6.48,0.08,54.43,-31.63,86.06,-0.581113357,Office Supplies,Paper,Xerox 215,Consumer,Harold Dahlen,Canada,CA-West,Alberta,0,2012-05-12,12,5,2012
7839,7839,4069,2012-05-12,5/12/12,47,2.78,0.1,124.94,-2.4,127.34,-0.01920922,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Consumer,Harold Dahlen,Canada,CA-West,Alberta,0,2012-05-12,12,5,2012
7840,7840,4069,2012-05-12,5/15/12,30,2.62,0.05,78.46,18.57,59.89,0.236681111,Office Supplies,Rubber Bands,Staples Metal Binder Clips,Consumer,Harold Dahlen,Canada,CA-West,Alberta,0,2012-05-12,12,5,2012
7841,7841,4645,2009-09-19,9/19/09,30,30.73,0.08,920.0,-45.07,965.07,-0.04898913,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Business,Clytie Kelty,Canada,CA-West,Alberta,0,2009-09-19,19,9,2009
7842,7842,4645,2009-09-19,9/21/09,7,14.56,0.05,104.2,-8.53,112.73,-0.081861804,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Business,Clytie Kelty,Canada,CA-West,Alberta,0,2009-09-19,19,9,2009
7843,7843,4645,2009-09-19,9/21/09,11,299.99,0.0,3563.88,285.95,3277.93,0.080235586,Technology,Copiers and Fax,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Small Business,Clytie Kelty,Canada,CA-West,Alberta,0,2009-09-19,19,9,2009
7844,7844,5858,2012-07-13,7/15/12,48,50.98,0.02,2531.66,354.74,2176.92,0.140121501,Office Supplies,Appliances,Eureka The BossÂ® Cordless Rechargeable Stick Vac,Small Business,Sibella Parks,Canada,CA-West,Alberta,0,2012-07-13,13,7,2012
7845,7845,5858,2012-07-13,7/15/12,29,205.99,0.0,5382.3105,1419.05,3963.2605,0.263650713,Technology,Telephones and Communication,Talkabout T8097,Small Business,Sibella Parks,Canada,CA-West,Alberta,0,2012-07-13,13,7,2012
7846,7846,6304,2011-08-11,8/13/11,30,6.48,0.01,199.11,-83.33,282.44,-0.41851238,Office Supplies,Paper,Xerox 1966,Corporate,Adam Shillingsburg,Canada,CA-West,Alberta,0,2011-08-11,11,8,2011
7847,7847,6661,2010-04-16,4/20/10,47,449.99,0.1,19224.92,6635.15,12589.77,0.345132776,Technology,Copiers and Fax,Canon PC940 Copier,Small Business,Clytie Kelty,Canada,CA-West,Alberta,1,2010-04-16,16,4,2010
7848,7848,6661,2010-04-16,4/23/10,39,19.23,0.0,778.62,247.24,531.38,0.317536154,Furniture,Office Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Small Business,Clytie Kelty,Canada,CA-West,Alberta,1,2010-04-16,16,4,2010
7849,7849,6757,2012-02-01,2/3/12,27,34.76,0.1,869.78,43.36,826.42,0.049851687,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Business,Brooke Gillingham,Canada,CA-West,Alberta,1,2012-02-01,1,2,2012
7850,7850,6757,2012-02-01,2/2/12,11,286.85,0.1,2503.008,-298.62,2801.628,-0.119304453,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,Small Business,Brooke Gillingham,Canada,CA-West,Alberta,1,2012-02-01,1,2,2012
7851,7851,7904,2010-05-27,6/5/10,47,6.3,0.08,298.3,146.72,151.58,0.491853838,Office Supplies,Labels,Avery 51,Corporate,Tom Boeckenhauer,Canada,CA-West,Alberta,0,2010-05-27,27,5,2010
7852,7852,7909,2009-01-03,1/4/09,29,4.26,0.03,122.23,24.55,97.68,0.200850855,Office Supplies,Pens & Art Supplies,"Dixon PrangÂ® Watercolor Pencils, 10-Color Set with Brush",Home Office,Alex Russell,Canada,CA-West,Alberta,0,2009-01-03,3,1,2009
7853,7853,8614,2009-06-04,6/6/09,13,115.99,0.06,1289.127,-16.34,1305.467,-0.012675245,Technology,Telephones and Communication,8890,Corporate,Tom Boeckenhauer,Canada,CA-West,Alberta,0,2009-06-04,4,6,2009
7854,7854,9249,2010-05-19,5/20/10,46,3.57,0.01,176.5,-119.35,295.85,-0.676203966,Office Supplies,Pens & Art Supplies,Barrel Sharpener,Small Business,Alejandro Ballentine,Canada,CA-West,Alberta,0,2010-05-19,19,5,2010
7855,7855,9249,2010-05-19,5/20/10,42,37.76,0.07,1546.8,25.51,1521.29,0.016492113,Office Supplies,Storage & Organization,"Companion Letter/Legal File, Black",Small Business,Alejandro Ballentine,Canada,CA-West,Alberta,0,2010-05-19,19,5,2010
7856,7856,9249,2010-05-19,5/21/10,35,124.49,0.02,3457.56,-365.44,3823.0,-0.105693032,Furniture,Tables,Bevis 36 x 72 Conference Tables,Small Business,Alejandro Ballentine,Canada,CA-West,Alberta,0,2010-05-19,19,5,2010
7857,7857,9639,2010-09-05,9/7/10,47,25.98,0.1,1124.3,-335.22,1459.52,-0.298158854,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Corporate,Becky Pak,Canada,CA-West,Alberta,0,2010-09-05,5,9,2010
7858,7858,9639,2010-09-05,9/5/10,11,4.13,0.09,43.57,6.7,36.87,0.153775534,Office Supplies,Labels,Avery 491,Corporate,Becky Pak,Canada,CA-West,Alberta,0,2010-09-05,5,9,2010
7859,7859,9639,2010-09-05,9/5/10,23,125.99,0.0,2610.894,516.19,2094.704,0.197706226,Technology,Telephones and Communication,8290,Corporate,Becky Pak,Canada,CA-West,Alberta,0,2010-09-05,5,9,2010
7860,7860,9696,2011-02-19,2/21/11,15,6.75,0.02,110.15,13.91,96.24,0.126282342,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLockÂ® D-Ring Binders,Corporate,Harold Dahlen,Canada,CA-West,Alberta,1,2011-02-19,19,2,2011
7861,7861,9696,2011-02-19,2/21/11,13,243.98,0.03,3335.27,539.69,2795.58,0.161812987,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Corporate,Harold Dahlen,Canada,CA-West,Alberta,1,2011-02-19,19,2,2011
7862,7862,9888,2009-09-12,9/19/09,48,205.99,0.06,8374.132,2568.1,5806.032,0.30667059,Technology,Telephones and Communication,TimeportP7382,Corporate,Adam Shillingsburg,Canada,CA-West,Alberta,0,2009-09-12,12,9,2009
7863,7863,10913,2010-02-06,2/6/10,27,180.98,0.03,5149.06,605.44,4543.62,0.117582627,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Small Business,Alejandro Ballentine,Canada,CA-West,Alberta,0,2010-02-06,6,2,2010
7864,7864,10981,2010-05-14,5/16/10,41,1.86,0.09,73.36,-94.95,168.31,-1.294302072,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",Home Office,Claire Good,Canada,CA-West,Alberta,0,2010-05-14,14,5,2010
7865,7865,10981,2010-05-14,5/16/10,33,125.99,0.04,3630.146,951.68,2678.466,0.262160255,Technology,Telephones and Communication,StarTAC ST7868,Home Office,Claire Good,Canada,CA-West,Alberta,0,2010-05-14,14,5,2010
7866,7866,12707,2010-05-29,5/31/10,20,105.98,0.03,2213.92,768.34,1445.58,0.347049577,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Small Business,Alejandro Ballentine,Canada,CA-West,Alberta,0,2010-05-29,29,5,2010
7867,7867,13799,2010-12-01,12/3/10,5,22.23,0.05,118.06,2.63,115.43,0.022276808,Furniture,Office Furnishings,"Executive Impressions 14""",Small Business,Sibella Parks,Canada,CA-West,Alberta,0,2010-12-01,1,12,2010
7868,7868,13959,2009-04-04,4/6/09,47,4.91,0.01,228.46,112.06,116.4,0.49050162,Office Supplies,Labels,Avery 493,Home Office,Alex Russell,Canada,CA-West,Alberta,1,2009-04-04,4,4,2009
7869,7869,13959,2009-04-04,4/6/09,19,4.0,0.09,77.61,16.79,60.82,0.216338101,Office Supplies,Paper,EcoTonesÂ® Memo Sheets,Home Office,Alex Russell,Canada,CA-West,Alberta,1,2009-04-04,4,4,2009
7870,7870,14016,2012-07-11,7/13/12,9,124.49,0.05,1137.62,-284.68,1422.3,-0.250241733,Furniture,Tables,Bevis 36 x 72 Conference Tables,Corporate,Tom Boeckenhauer,Canada,CA-West,Alberta,0,2012-07-11,11,7,2012
7871,7871,14563,2011-12-02,12/3/11,31,35.99,0.02,953.0455,298.47,654.5755,0.313174974,Technology,Telephones and Communication,Accessory41,Corporate,Becky Pak,Canada,CA-West,Alberta,0,2011-12-02,2,12,2011
7872,7872,15428,2011-02-09,2/10/11,50,29.1,0.09,1444.96,-6.34,1451.3,-0.004387665,Technology,Computer Peripherals,Acco Keyboard-In-A-BoxÂ®,Small Business,Sibella Parks,Canada,CA-West,Alberta,0,2011-02-09,9,2,2011
7873,7873,15428,2011-02-09,2/12/11,10,110.99,0.01,941.6215,-186.67,1128.2915,-0.198243137,Technology,Telephones and Communication,LX 677,Small Business,Sibella Parks,Canada,CA-West,Alberta,0,2011-02-09,9,2,2011
7874,7874,16772,2012-12-26,12/28/12,38,2.61,0.04,95.71,32.81,62.9,0.342806394,Office Supplies,Labels,Avery 479,Home Office,Alex Russell,Canada,CA-West,Alberta,0,2012-12-26,26,12,2012
7875,7875,17573,2011-09-04,9/6/11,47,449.99,0.02,21555.6,8965.83,12589.77,0.415939709,Technology,Copiers and Fax,Canon PC940 Copier,Small Business,Clytie Kelty,Canada,CA-West,Alberta,0,2011-09-04,4,9,2011
7876,7876,18119,2009-06-24,6/26/09,37,8.74,0.0,347.84,-99.25,447.09,-0.285332337,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Consumer,Trudy Bell,Canada,CA-West,Alberta,1,2009-06-24,24,6,2009
7877,7877,18368,2012-11-30,12/2/12,3,70.97,0.0,212.91,-65.15,278.06,-0.305997839,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Corporate,Alyssa Crouse,Canada,CA-West,Alberta,0,2012-11-30,30,11,2012
7878,7878,18368,2012-11-30,12/1/12,35,37.94,0.08,1275.61,517.33,758.28,0.405554989,Office Supplies,Paper,"Snap-A-WayÂ® Black Print Carbonless Ruled Speed Letter, Triplicate",Corporate,Alyssa Crouse,Canada,CA-West,Alberta,0,2012-11-30,30,11,2012
7879,7879,18368,2012-11-30,12/2/12,3,2036.48,0.06,5972.59,-4852.53,10825.12,-0.812466618,Technology,Office Machines,Lexmark 4227 Plus Dot Matrix Printer,Corporate,Alyssa Crouse,Canada,CA-West,Alberta,0,2012-11-30,30,11,2012
7880,7880,19424,2011-04-09,4/9/11,29,1.98,0.09,60.68,-115.71,176.39,-1.906888596,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Small Business,Sibella Parks,Canada,CA-West,Alberta,0,2011-04-09,9,4,2011
7881,7881,19424,2011-04-09,4/10/11,37,35.99,0.05,1129.055,337.73,791.325,0.29912626,Technology,Telephones and Communication,Accessory35,Small Business,Sibella Parks,Canada,CA-West,Alberta,0,2011-04-09,9,4,2011
7882,7882,19425,2012-09-24,9/25/12,34,5.68,0.0,210.24,-31.67,241.91,-0.150637367,Office Supplies,"Scissors, Rulers and Trimmers",AcmeÂ® Preferred Stainless Steel Scissors,Home Office,Cassandra Brandow,Canada,CA-West,Alberta,0,2012-09-24,24,9,2012
7883,7883,19812,2010-04-02,4/7/10,3,550.98,0.01,1358.776,-163.2,1521.976,-0.120108097,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Home Office,Alex Russell,Canada,CA-West,Alberta,0,2010-04-02,2,4,2010
7884,7884,21510,2012-05-08,5/8/12,16,22.24,0.04,372.09,98.28,273.81,0.264129646,Technology,Computer Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Corporate,Alyssa Crouse,Canada,CA-West,Alberta,0,2012-05-08,8,5,2012
7885,7885,21763,2012-05-28,6/2/12,22,65.99,0.07,1239.4445,165.5,1073.9445,0.13352756,Technology,Telephones and Communication,StarTAC 7760,Small Business,Adrian Barton,Canada,CA-West,Alberta,0,2012-05-28,28,5,2012
7886,7886,22212,2010-09-17,9/18/10,19,5.98,0.01,116.22,26.89,89.33,0.231371537,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Home Office,Catherine Glotzbach,Canada,CA-West,Alberta,0,2010-09-17,17,9,2010
7887,7887,23046,2010-10-06,10/8/10,33,8.95,0.08,292.75,93.33,199.42,0.318804441,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Corporate,Adam Shillingsburg,Canada,CA-West,Alberta,0,2010-10-06,6,10,2010
7888,7888,23172,2012-04-24,4/29/12,13,96.45,0.07,1191.73,147.6,1044.13,0.123853557,Technology,Office Machines,Soundgear TeleForum DX Desktop Conference Phone,Home Office,Alex Russell,Canada,CA-West,Alberta,0,2012-04-24,24,4,2012
7889,7889,23585,2012-10-31,11/1/12,44,4.28,0.06,192.78,4.59,188.19,0.023809524,Office Supplies,Pens & Art Supplies,Newell 320,Home Office,Catherine Glotzbach,Canada,CA-West,Alberta,0,2012-10-31,31,10,2012
7890,7890,23906,2010-09-20,9/21/10,37,8.67,0.1,321.02,-11.88,332.9,-0.03700704,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Corporate,Alyssa Crouse,Canada,CA-West,Alberta,0,2010-09-20,20,9,2010
7891,7891,24583,2011-08-09,8/12/11,17,2.16,0.06,42.29,-85.27,127.56,-2.016315914,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Corporate,Becky Pak,Canada,CA-West,Alberta,0,2011-08-09,9,8,2011
